DEPT,ECGR,RD,DTCO,DTSM,RHOB,TNPH,DTSM_predict
5075,73.52210236,23.49900055,60.7030983,-999.25,2.691200018,0.075100005,98.49
5075.5,108.7811966,16.79330063,63.46680069,-999.25,2.617799997,0.081899993,105.48
5076,76.21089935,19.54109955,61.0644989,-999.25,2.708300114,0.079899997,100.10
5076.5,80.57620239,19.04430008,61.58200073,-999.25,2.660099983,0.077600002,100.47
5077,89.51090241,18.93700028,60.63480377,-999.25,2.645699978,0.068999998,99.70
5077.5,97.30690002,20.25499916,59.8144989,-999.25,2.691800118,0.074000001,98.36
5078,83.00569916,14.7954998,62.29489517,-999.25,2.699199915,0.074600004,102.23
5078.5,90.05999756,17.35560036,62.33399963,-999.25,2.665600061,0.0722,102.06
5079,99.77700043,14.16889954,62.48049545,-999.25,2.647799969,0.074099995,103.14
5079.5,88.26139832,14.58460045,62.16799927,-999.25,2.716500044,0.072999999,103.01
5080,112.5811997,17.66209984,60.79100037,-999.25,2.783200026,0.067400001,103.68
5080.5,91.71749878,14.18080044,62.01169968,-999.25,2.784399986,0.065099999,103.46
5081,86.20829773,13.19820023,62.91019821,-999.25,2.808000088,0.067299999,104.46
5081.5,91.01380158,11.89799976,63.21289825,-999.25,2.787199974,0.066599995,105.79
5082,92.43869782,12.85130024,63.6230011,-999.25,2.722700119,0.0656,105.97
5082.5,89.98940277,13.45899963,62.1581955,-999.25,2.69810009,0.065300003,103.62
5083,68.76619721,10.47749996,68.81839752,-999.25,2.684600115,0.067000002,115.29
5083.5,90.54350281,17.71710014,65.10739899,-999.25,2.685600042,0.068099998,108.07
5084,57.09080124,20.87380028,64.02339935,-999.25,2.695300102,0.067199998,101.74
5084.5,104.3659973,8.913599968,69.62889862,-999.25,2.706700087,0.066399999,121.61
5085,94.34950256,5.395699978,71.22070313,-999.25,2.751499891,0.065799996,125.05
5085.5,100.7272034,7.41230011,64.12110138,-999.25,2.747400045,0.067699999,111.56
5086,41.01900101,11.8810997,65.33200073,-999.25,2.755000114,0.0682,105.89
5086.5,128.178299,21.26860046,67.87110138,-999.25,2.758300066,0.068899997,112.85
5087,130.2156982,10.01589966,75.61519623,-999.25,2.769799948,0.068700001,131.55
5087.5,120.0169983,3.907799959,74.25779724,-999.25,2.759299994,0.071400002,135.32
5088,69.2141037,5.304100037,73.40820313,-999.25,2.763700008,0.070799999,127.54
5088.5,67.87779999,6.797599793,73.4375,-999.25,2.757600069,0.067699999,127.47
5089,101.9794998,29.52510071,72.70510101,-999.25,2.748300076,0.069600001,118.58
5089.5,145.4972992,7.095900059,72.91020203,-999.25,2.764699936,0.071000002,130.04
5090,129.4268951,5.350299835,72.88089752,-999.25,2.763000011,0.067900002,129.92
5090.5,38.82339859,4.688099861,72.89060211,-999.25,2.750400066,0.063200004,125.64
5091,38.48139954,7.954299927,72.82230377,-999.25,2.743599892,0.0625,123.82
5091.5,55.48239899,21.03619957,72.67579651,-999.25,2.728100061,0.058899999,118.58
5092,35.13349915,24.4137001,75.75189972,-999.25,2.699800015,0.059099998,123.07
5092.5,39.87329865,21.42490006,77.48049927,-999.25,2.715199947,0.073399998,126.13
5093,56.9673996,20.36829948,77.31440735,-999.25,2.713200092,0.074299999,128.18
5093.5,135.9447022,22.60630035,77.37310028,-999.25,2.722800016,0.079300001,128.23
5094,73.2641983,9.343299866,77.37310028,-999.25,2.712500095,0.144700006,134.48
5094.5,56.00139999,9.550000191,77.30470276,-999.25,2.733799934,0.238499999,137.71
5095,48.55920029,28.6882,77.19729614,-999.25,2.742300034,0.098800004,126.79
5095.5,114.7638016,15.80280018,77.25589752,-999.25,2.763900042,0.103199996,132.10
5096,82.27999878,28.69549942,77.23629761,-999.25,2.762200117,0.109300003,127.26
5096.5,119.9399033,6.156199932,77.27539825,-999.25,2.742000103,0.137099996,142.58
5097,118.5787964,20.59339905,77.20700073,-999.25,2.733799934,0.185100004,134.67
5097.5,116.0538025,7.227300167,77.24610138,-999.25,2.733500004,0.168099999,140.37
5098,119.4204025,6.296000004,77.56839752,-999.25,2.748899937,0.263300002,146.12
5098.5,117.3113022,5.522999764,77.53910065,-999.25,2.748500109,0.276899993,146.87
5099,118.3571014,5.452600002,77.30470276,-999.25,2.750400066,0.265900016,146.64
5099.5,113.7542038,5.671000004,77.41210175,-999.25,2.747600079,0.289700002,146.66
5100,115.2244034,5.756899834,77.5,-999.25,2.749300003,0.274100006,146.53
5100.5,116.4859009,5.856800079,77.59770203,-999.25,2.708899975,0.275999993,146.31
5101,132.4264069,5.958799839,77.4706955,-999.25,2.725800037,0.273699999,146.97
5101.5,129.3385925,6.763700008,77.53910065,-999.25,2.748100042,0.249699995,145.17
5102,136.5527954,5.47840023,77.58789825,-999.25,2.696099997,0.243099988,144.69
5102.5,147.6817932,4.499800205,77.50980377,-999.25,2.703900099,0.261999995,145.95
5103,131.3182983,6.057899952,77.07029724,-999.25,2.648499966,0.216700003,142.32
5103.5,148.4642029,8.755999565,76.94339752,-999.25,2.619100094,0.1505,135.82
5104,147.2906036,9.307299614,77.34380341,-999.25,2.712899923,0.200800002,138.15
5104.5,144.9528046,7.431499958,77.48049927,-999.25,2.684200048,0.202099994,139.55
5105,138.6287994,5.440299988,76.72850037,-999.25,2.736999989,0.2218,143.39
5105.5,136.9151001,5.439899921,76.68939972,-999.25,2.737200022,0.24180001,144.76
5106,140.7149963,5.009900093,75.82029724,-999.25,2.743999958,0.234999999,143.61
5106.5,142.633606,5.423099995,77.39260101,-999.25,2.746999979,0.242600009,145.18
5107,144.9528046,5.173399925,76.28910065,-999.25,2.750400066,0.237499997,144.09
5107.5,134.6676941,5.509900093,78.51560211,-999.25,2.715800047,0.247600004,145.84
5108,133.9163971,5.545800209,78.23239136,-999.25,2.699899912,0.237399995,144.86
5108.5,136.9151001,5.622499943,77.32420349,-999.25,2.691499949,0.216200009,142.98
5109,133.922699,5.845399857,74.31639862,-999.25,2.695800066,0.2315,140.19
5109.5,146.1170044,5.822400093,78.89649963,-999.25,2.699899912,0.243900001,145.42
5110,122.6026993,5.834799767,77.35350037,-999.25,2.667000055,0.224799991,142.84
5110.5,124.5412979,6.146900177,77.83200073,-999.25,2.683799982,0.220799997,143.22
5111,113.2247009,5.018499851,76.18160248,-999.25,2.691299915,0.207199991,140.00
5111.5,119.8974991,3.538500071,76.71880341,-999.25,2.683399916,0.209500015,142.29
5112,134.6614075,2.475500107,75.57620239,-999.25,2.611099958,0.188799992,140.24
5112.5,115.4940033,5.072400093,76.2206955,-999.25,2.659399986,0.229300007,142.01
5113,33.47299957,12.95820046,83.99410248,-999.25,2.630500078,0.24440001,147.50
5113.5,25.29269981,59.39110184,67.17769623,-999.25,2.671499968,0.133599997,109.79
5114,26.27459908,28.7234993,60.41989517,-999.25,2.573400021,0.0561,96.23
5114.5,19.9279995,25.48950005,59.62889862,-999.25,2.605000019,0.065700002,96.67
5115,13.50889969,27.36660004,60.9081955,-999.25,2.594500065,0.0623,97.18
5115.5,24.32320023,23.50279999,59.8144989,-999.25,2.58920002,0.067500003,97.10
5116,23.37870026,27.12509918,59.97069931,-999.25,2.575799942,0.066399999,96.41
5116.5,29.51169968,19.56089973,64.85350037,-999.25,2.505800009,0.0801,99.51
5117,31.18549919,22.68079948,63.74020004,-999.25,2.540400028,0.077800006,98.62
5117.5,20.00799942,23.10420036,62.86130142,-999.25,2.487200022,0.072800003,98.13
5118,40.17869949,22.99580002,61.92380142,-999.25,2.544899941,0.070600003,97.61
5118.5,32.37329865,23.36930084,61.25,-999.25,2.560899973,0.066799998,97.87
5119,33.74950028,26.54129982,61.16210175,-999.25,2.579999924,0.066,98.49
5119.5,34.23109818,22.4137001,59.9219017,-999.25,2.587500095,0.079300001,96.89
5120,17.20140076,16.79649925,62.80270004,-999.25,2.562099934,0.081199996,99.45
5120.5,30.22249985,21.79400063,60.40039825,-999.25,2.59100008,0.064000003,97.18
5121,37.91410065,22.96980095,62.12889862,-999.25,2.548000097,0.063900001,97.73
5121.5,36.55970001,19.66270065,65.91799927,-999.25,2.493599892,0.087700002,101.31
5122,39.77659988,19.18190002,65.57620239,-999.25,2.475699902,0.087799996,101.25
5122.5,24.00839996,22.21929932,63.83789825,-999.25,2.467099905,0.076399997,98.13
5123,37.67509842,29.95800018,63.6719017,-999.25,2.481300116,0.070100002,98.52
5123.5,23.19729996,44.68280029,59.83399963,-999.25,2.556099892,0.055399999,95.36
5124,25.70910072,69.15859985,59.93159485,-999.25,2.577100039,0.051899999,95.45
5124.5,24.33259964,63.16830063,61.20119858,-999.25,2.581199884,0.064999998,98.28
5125,31.95750046,58.46699905,63.21289825,-999.25,2.564399958,0.063500002,99.80
5125.5,75.52529907,68.47989655,61.45510101,-999.25,2.613500118,0.060800001,101.71
5126,41.93019867,59.14670181,63.36909866,-999.25,2.568500042,0.056199998,100.34
5126.5,31.03199959,30.7052002,63.77930069,-999.25,2.605999947,0.055999998,100.79
5127,55.46680069,93.41760254,55.84960175,-999.25,2.920700312,0.055999998,95.75
5127.5,44.75469971,52.2364006,60.80080032,-999.25,2.710599899,0.063900001,97.53
5128,91.80690002,33.05960083,65.21479797,-999.25,2.681999922,0.064800002,108.94
5128.5,37.92029953,25.43059921,63.01760101,-999.25,2.742399931,0.076200001,101.81
5129,56.64199829,35.44449997,64.27729797,-999.25,2.508500099,0.068599999,100.15
5129.5,50.39889908,49.11100006,61.93360138,-999.25,2.807600021,0.057500001,100.51
5130,70.87020111,33.28179932,60.76169968,-999.25,2.84710002,0.0561,100.36
5130.5,45.49729919,39.31909943,59.02339935,-999.25,2.780699968,0.060599998,97.59
5131,45.04990006,29.64010048,63.8769989,-999.25,2.631900072,0.068599999,99.86
5131.5,48.51319885,31.77840042,64.64839935,-999.25,2.603100061,0.075800002,99.80
5132,68.11000061,30.43050003,63.84769821,-999.25,2.679100037,0.077399999,103.03
5132.5,68.22280121,32.44480133,64.77539825,-999.25,2.707299948,0.075999998,104.62
5133,108.5386963,23.65049934,63.72069931,-999.25,2.785399914,0.078400001,106.57
5133.5,94.94799805,23.49340057,64.25779724,-999.25,2.677400112,0.068400003,106.03
5134,61.0802002,21.53580093,61.33789825,-999.25,2.643899918,0.065899998,100.21
5134.5,38.80120087,26.03359985,62.19729996,-999.25,2.700900078,0.072899997,100.22
5135,32.5666008,34.4878006,61.20119858,-999.25,2.693200111,0.061000001,101.03
5135.5,55.52600098,116.0845032,55.89839935,-999.25,2.657500029,0.0354,93.88
5136,51.21500015,168.6741943,57.41210175,-999.25,2.680500031,0.033099998,94.15
5136.5,40.12260056,92.99839783,58.47660065,-999.25,2.675100088,0.040999997,94.67
5137,45.85169983,28.5923996,61.30860138,-999.25,2.653899908,0.0579,99.49
5137.5,73.07369995,68.7338028,63.34960175,-999.25,2.600699902,0.054099999,103.10
5138,59.58580017,33.94589996,62.8905983,-999.25,2.514899969,0.044599999,100.28
5138.5,69.54599762,35.91249847,60.99610138,-999.25,2.6881001,0.0493,102.55
5139,79.73699951,33.57080078,65.18560028,-999.25,2.605099917,0.054699998,107.35
5139.5,52.63019943,32.68830109,59.8144989,-999.25,2.66140008,0.0462,96.75
5140,82.66919708,68.29370117,57.08980179,-999.25,2.657799959,0.032299999,95.59
5140.5,51.81930161,93.41919708,52.80270004,-999.25,2.701999903,0.0219,93.98
5141,42.50999832,41.66880035,55.92770004,-999.25,2.706099987,0.0287,94.90
5141.5,58.70119858,59.10079956,55.83980179,-999.25,2.699300051,0.0352,94.89
5142,117.0525971,56.91180039,60.19530106,-999.25,2.592900038,0.043400001,99.65
5142.5,87.29750061,24.10680008,61.0155983,-999.25,2.637799978,0.043099999,101.68
5143,57.87950134,5.009200096,66.48439789,-999.25,2.699300051,0.068599999,114.76
5143.5,75.01860046,24.46789932,61.22069931,-999.25,2.676199913,0.062800005,102.35
5144,85.85790253,47.01010132,61.97269821,-999.25,2.552299976,0.044899996,100.56
5144.5,55.36669922,18.43429947,62.92969894,-999.25,2.669300079,0.047399998,102.20
5145,98.67479706,39.41009903,62.28519821,-999.25,2.776799917,0.047600001,102.67
5145.5,107.6596985,107.5136032,56.88480377,-999.25,2.736599922,0.0294,97.03
5146,76.41919708,48.35929871,55.13669968,-999.25,2.743799686,0.027000001,95.72
5146.5,80.24890137,32.41080093,58.69139862,-999.25,2.704999924,0.040900003,97.48
5147,89.3035965,27.83860016,60.77150345,-999.25,2.660099983,0.047600001,99.86
5147.5,70.65470123,23.04369927,66.06439972,-999.25,2.755399942,0.055199999,109.26
5148,91.41750336,74.64620209,64.91210175,-999.25,2.626100063,0.0495,105.05
5148.5,87.64679718,33.35990143,60.11719513,-999.25,2.684400082,0.046799999,98.05
5149,140.5021057,31.77020073,62.5,-999.25,2.644999981,0.053000003,103.42
5149.5,88.91860199,19.80719948,63.69139862,-999.25,2.708699942,0.050100002,105.47
5150,78.21160126,25.33639908,60.48830032,-999.25,2.678100109,0.0535,98.55
5150.5,104.0867004,69.93650055,60.86909866,-999.25,2.604599953,0.051999997,100.66
5151,75.69760132,114.1542969,58.97460175,-999.25,2.664700031,0.042199999,96.61
5151.5,67.82170105,88.29910278,58.84769821,-999.25,2.713099957,0.0396,96.93
5152,57.41500092,222.0335999,55.01950073,-999.25,2.742000103,0.0295,94.70
5152.5,84.99880219,81.18049622,56.30860138,-999.25,2.6881001,0.044499997,95.10
5153,45.50699997,28.15589905,64.15039825,-999.25,2.595799923,0.077800006,99.49
5153.5,36.65599823,26.52490044,65.72270203,-999.25,2.55340004,0.0757,100.05
5154,39.86270142,69.71990204,58.33980179,-999.25,2.665699959,0.0471,94.40
5154.5,44.5223999,40.18050003,56.62110138,-999.25,2.663000107,0.0418,94.62
5155,53.07279968,29.11800003,61.875,-999.25,2.610599995,0.063500002,99.75
5155.5,36.09790039,35.30089951,63.27150345,-999.25,2.636699915,0.070500001,100.05
5156,41.36270142,37.39530182,64.12110138,-999.25,2.694600105,0.054400001,102.83
5156.5,19.93889999,113.9425964,56.18159485,-999.25,2.785399914,0.033500001,94.53
5157,35.94710159,146.2297058,57.69530106,-999.25,2.720700026,0.028900001,95.31
5157.5,52.63949966,140.2268066,54.25780106,-999.25,2.719799995,0.023499999,94.48
5158,48.06349945,75.1371994,54.7655983,-999.25,2.726799965,0.031800002,94.66
5158.5,34.04249954,60.91439819,58.69139862,-999.25,2.679699898,0.039000001,95.95
5159,44.70949936,38.80110169,60.04880142,-999.25,2.692800045,0.0546,97.22
5159.5,75.10739899,65.66809845,61.77730179,-999.25,2.671099901,0.042800002,102.17
5160,64.24099731,50.37960053,54.90230179,-999.25,2.731100082,0.035,95.52
5160.5,77.27839661,20.8416996,63.08590317,-999.25,2.810300112,0.0634,103.70
5161,19.82519913,38.94929886,65.20510101,-999.25,2.56340003,0.060500003,100.87
5161.5,21.55050087,71.28070068,63.4081955,-999.25,2.591500044,0.055799998,100.72
5162,31.67510033,148.095398,59.82420349,-999.25,2.6329,0.0341,95.11
5162.5,61.6711998,314.2124939,51.67969894,-999.25,2.734499931,0.021400001,94.60
5163,107.7291031,176.4134979,54.20899963,-999.25,2.763099909,0.032299999,96.81
5163.5,51.24990082,28.13850021,58.81840134,-999.25,2.849600077,0.046500001,96.99
5164,61.39250183,29.07299995,63.21289825,-999.25,2.993599892,0.063600004,102.47
5164.5,64.75520325,38.47449875,62.83200073,-999.25,2.941900015,0.066399999,102.20
5165,30.39699936,33.1908989,65.11720276,-999.25,2.838399887,0.067600004,104.50
5165.5,30.7390995,25.44610024,65.27339935,-999.25,2.971600056,0.057300001,105.48
5166,19.38100052,130.1195068,56.60160065,-999.25,2.914200068,0.045100004,94.94
5166.5,24.83289909,132.9626007,60.8105011,-999.25,2.662199974,0.0418,96.50
5167,27.63829994,157.7537994,55.25389862,-999.25,2.707099915,0.031300001,94.11
5167.5,39.68669891,75.61129761,56.9530983,-999.25,2.785900116,0.031300001,94.78
5168,33.47660065,131.3572998,53.37889862,-999.25,2.755500078,0.032000002,94.36
5168.5,43.50130081,75.31410217,58.54489517,-999.25,2.759500027,0.042300001,95.88
5169,33.66540146,112.8906021,56.41600037,-999.25,2.821099997,0.0427,94.87
5169.5,64.98040009,32.17200089,57.5,-999.25,2.759000063,0.046300001,96.93
5170,59.84949875,28.29290009,55.68360138,-999.25,2.766900063,0.047800001,96.27
5170.5,56.83269882,11.69379997,58.32030106,-999.25,2.878799915,0.063200004,102.65
5171,31.8355999,44.43759918,57.63669968,-999.25,2.796999931,0.066100001,98.44
5171.5,29.59049988,12.65789986,60.71289825,-999.25,2.795700312,0.069799997,103.09
5172,18.12319946,20.07250023,56.24020004,-999.25,2.731899977,0.048,96.95
5172.5,27.41340065,90.16429901,54.78519821,-999.25,2.675299883,0.040999997,93.88
5173,40.34230042,113.3808975,54.88280106,-999.25,2.693900108,0.0383,93.53
5173.5,25.69420052,17.77300072,56.24020004,-999.25,2.682899952,0.042800002,96.56
5174,40.93970108,115.4040985,54.5605011,-999.25,2.719300032,0.044899996,94.31
5174.5,37.709301,70.25610352,58.00780106,-999.25,2.741899967,0.0502,96.30
5175,89.65200043,91.11889648,55.40039825,-999.25,2.681999922,0.044099998,95.38
5175.5,33.45550156,45.65219879,54.63869858,-999.25,2.715899944,0.048099998,96.35
5176,31.51239967,92.32720184,57.90039825,-999.25,2.68930006,0.051899999,95.34
5176.5,28.72430039,58.63740158,58.76950073,-999.25,2.745599985,0.059799999,98.26
5177,25.1352005,20.10980034,56.58200073,-999.25,2.704299688,0.056399997,97.70
5177.5,34.6772995,56.68590164,56.11330032,-999.25,2.682100058,0.052600004,95.04
5178,42.07120132,36.78519821,57.33399963,-999.25,2.650500059,0.047800001,95.06
5178.5,78.51000214,23.92300034,56.05469894,-999.25,2.741899967,0.040399998,96.84
5179,21.58950043,28.34460068,55.0780983,-999.25,2.754899979,0.033800002,95.78
5179.5,24.50559998,49.61769867,58.48630142,-999.25,2.676700115,0.037100002,95.73
5180,39.80369949,71.92960358,55.33200073,-999.25,2.798399925,0.033299997,94.40
5180.5,35.07160187,359.5463867,55.47850037,-999.25,2.734699965,0.042300001,94.49
5181,99.89029694,330.7912903,56.25,-999.25,2.717600107,0.052299999,96.28
5181.5,78.80500031,397.9204102,55.83010101,-999.25,2.678900003,0.042600002,94.92
5182,23.86969948,65.30889893,57.19729996,-999.25,2.624000073,0.0372,93.07
5182.5,52.62080002,23.31430054,61.28910065,-999.25,2.618499994,0.046300001,99.82
5183,61.86180115,110.1461029,56.93360138,-999.25,2.675299883,0.033299997,94.66
5183.5,50.23820114,99.04519653,55.05860138,-999.25,2.705199957,0.032600001,94.20
5184,28.50279999,47.15950012,60.24409866,-999.25,2.646300077,0.041999999,96.49
5184.5,16.43260002,73.00209808,56.30860138,-999.25,2.697000027,0.045000002,94.00
5185,19.69420052,44.6792984,62.43159485,-999.25,2.586600065,0.068700001,98.81
5185.5,21.76189995,53.79790115,62.82229996,-999.25,2.53399992,0.0612,98.87
5186,25.78359985,18.09830093,61.11330032,-999.25,2.550499916,0.0713,99.01
5186.5,21.23539925,13.40600014,64.07230377,-999.25,2.546999931,0.087499999,102.68
5187,25.85289955,22.10339928,67.31439972,-999.25,2.456599951,0.088699997,104.43
5187.5,18.85910034,20.47809982,56.14260101,-999.25,2.715600014,0.052399997,97.47
5188,30.43289948,67.27069855,57.81250382,-999.25,2.718499899,0.055399999,96.84
5188.5,31.7140007,80.46250153,55.7030983,-999.25,2.737900019,0.072999999,96.27
5189,47.22850037,57.79520035,62.21680069,-999.25,2.651900053,0.086099997,99.43
5189.5,31.1772995,42.1026001,61.54299927,-999.25,2.763400078,0.060399998,101.26
5190,30.30579948,40.00849915,61.18159485,-999.25,2.744499922,0.058200002,100.94
5190.5,32.43280029,52.77149963,59.21879578,-999.25,2.772300005,0.054499999,97.67
5191,55.71269989,69.20890045,62.77339935,-999.25,2.461199999,0.056500003,99.89
5191.5,25.12319946,129.9113007,53.90620041,-999.25,2.619100094,0.078200005,93.09
5192,23.29870033,51.51839829,56.1230011,-999.25,2.72390008,0.071199998,97.21
5192.5,23.20479965,114.1108017,58.8769989,-999.25,2.73210001,0.054099999,96.99
5193,26.2682991,136.5397034,55.73239899,-999.25,2.75880003,0.047399998,94.84
5193.5,52.96139908,90.98459625,57.27539825,-999.25,2.660700083,0.052699998,94.98
5194,28.84000015,96.01899719,54.75590134,-999.25,2.745800018,0.040300001,94.73
5194.5,21.42340088,52.95489883,57.28519821,-999.25,2.650000095,0.035,93.94
5195,24.15119934,57.80419922,56.89450073,-999.25,2.737600088,0.052499998,96.17
5195.5,18.59620094,104.8114014,55.79100037,-999.25,2.678900003,0.061100002,94.84
5196,24.34379959,110.8591995,53.75980377,-999.25,2.724499941,0.059,95.78
5196.5,57.8526001,173.1882019,55.67380142,-999.25,2.678200007,0.051199999,94.71
5197,125.7269974,119.8929977,55.82030106,-999.25,2.733200312,0.054099999,96.54
5197.5,113.3905029,38.84170151,59.8144989,-999.25,2.523900032,0.068000004,100.32
5198,31.08620071,15.38640022,68.90619659,-999.25,2.125200033,0.146499991,114.66
5198.5,84.46510315,9.053299904,68.78910065,-999.25,2.747499943,0.187700003,124.93
5199,7.592999935,26.03730011,60.56639862,-999.25,2.722199917,0.143100008,104.04
5199.5,7.186600208,24.95859909,59.6581955,-999.25,2.827800036,0.024900001,97.25
5200,22.20929909,16.56489945,58.39839935,-999.25,2.600600004,0.037700001,95.74
5200.5,11.58819962,31.01300049,59.88280106,-999.25,2.502500057,0.035700001,93.98
5201,15.24190044,17.62750053,58.125,-999.25,2.506099939,0.0299,94.30
5201.5,148.4642029,47.88349915,56.25,-999.25,2.531599999,0.032299999,95.55
5202,58.40629959,28.16329956,60.27339935,-999.25,2.453900099,0.077100001,97.24
5202.5,68.45549774,3.427000046,70.19529724,-999.25,2.549200058,0.193099991,128.97
5203,52.44810104,10.73799992,68.74019623,-999.25,2.660399914,0.299800009,126.11
5203.5,52.81159973,9.335100174,65.3125,-999.25,2.771399975,0.279899985,123.24
5204,53.31280136,6.727600098,67.54879761,-999.25,2.787499905,0.303600013,124.49
5204.5,49.18500137,8.430500031,66.96289825,-999.25,2.842000008,0.278499991,123.84
5205,68.15910339,7.133699894,66.22070313,-999.25,2.858599901,0.284500003,122.15
5205.5,62.23929977,5.689700127,68.37889862,-999.25,2.83920002,0.323399991,124.53
5206,54.88660049,5.784900188,68.65229797,-999.25,2.813199997,0.339000017,127.57
5206.5,61.55730057,6.420000076,68.58399963,-999.25,2.784699917,0.315600008,126.63
5207,46.05139923,5.2572999,67.50980377,-999.25,2.795900106,0.330299974,124.34
5207.5,55.76850128,5.92140007,69.34570313,-999.25,2.804699898,0.303900003,130.18
5208,32.01480103,6.977700234,67.46089935,-999.25,2.779099941,0.268700004,125.45
5208.5,58.65520096,7.627399921,66.59179688,-999.25,2.81340003,0.232600004,124.25
5209,33.20399857,17.72249985,59.35549545,-999.25,2.837500095,0.223999992,110.39
5209.5,139.6777954,10.72130013,63.96480179,-999.25,2.772000074,0.192399994,114.54
5210,54.02819824,41.11740112,58.63280106,-999.25,2.778000116,0.174099997,101.40
5210.5,105.0920029,12.95730019,65.68360138,-999.25,2.743099928,0.157499999,117.97
5211,38.82229996,37.62530136,60.99610138,-999.25,2.630700111,0.1347,104.15
5211.5,48.82180023,7.783599854,67.19730377,-999.25,2.63470006,0.265799999,124.84
5212,72.87409973,14.19349957,67.04100037,-999.25,2.594300032,0.185699999,122.58
5212.5,74.39279938,26.10960007,67.58789825,-999.25,2.512799978,0.1184,108.52
5213,66.59429932,26.54730034,66.50389862,-999.25,2.550199986,0.227600008,118.86
5213.5,64.42510223,11.27859974,71.17189789,-999.25,2.74000001,0.389099985,131.02
5214,56.66070175,8.135499954,73.53520203,-999.25,2.790400028,0.343199998,135.36
5214.5,36.33990097,6.883999825,67.21679688,-999.25,2.857899904,0.27610001,124.30
5215,28.77739906,4.66079998,68.94529724,-999.25,2.816800118,0.278499991,128.11
5215.5,27.36669922,2.84190011,70.88870239,-999.25,2.911600113,0.293300003,133.63
5216,26.99110031,1.445000053,74.59960175,-999.25,2.839999914,0.426100016,142.61
5216.5,28.92040062,1.597499967,73.79879761,-999.25,2.832099915,0.48360002,144.37
5217,27.53079987,1.108299971,74.61910248,-999.25,2.882400036,0.464399993,145.47
5217.5,26.68600082,1.13530004,73.65229797,-999.25,2.832900047,0.475499988,143.32
5218,26.27580071,1.445799947,72.71479797,-999.25,2.764499903,0.496800005,140.74
5218.5,26.48340035,1.107499957,74.62889862,-999.25,2.816900015,0.519500017,146.43
5219,25.85020065,0.407299995,74.90229797,-999.25,2.939699888,0.479799986,151.53
5219.5,26.78109932,0.550100029,75.83010101,-999.25,2.841799974,0.495400012,153.83
5220,25.5128994,0.558499992,76.55269623,-999.25,2.806600094,0.522799969,153.74
5220.5,27.26889992,0.685400009,76.43560791,-999.25,2.840399981,0.467400014,152.50
5221,31.98209953,0.506699979,77.30470276,-999.25,2.800899983,0.490700007,156.37
5221.5,34.00669861,0.376199991,79.73629761,-999.25,2.890799999,0.50060004,158.30
5222,43.30360031,0.500199974,81.78710175,-999.25,2.775700092,0.48240003,161.41
5222.5,59.69060135,0.510299981,82.62689972,-999.25,2.751300097,0.456100017,164.32
5223,38.4272995,0.449600011,86.93360138,-999.25,2.745500088,0.367900014,168.55
5223.5,34.80220032,0.783900023,91.40619659,-999.25,2.727499962,0.324999988,176.08
5224,23.67650032,1.47510004,80.63480377,-999.25,2.77579999,0.268099994,148.05
5224.5,24.3973999,36.48279953,68.41799927,-999.25,2.801000118,0.141300008,112.42
5225,21.07830048,74.7928009,61.10350037,-999.25,2.767999888,0.121800005,103.04
5225.5,21.47529984,49.19630051,60.15620041,-999.25,2.740499973,0.124799997,102.03
5226,19.78779984,33.45700073,59.51169968,-999.25,2.768300057,0.119499996,101.72
5226.5,23.07010078,32.07649994,59.51169968,-999.25,2.777299881,0.123999998,102.15
5227,33.30690002,8.157500267,59.90230179,-999.25,2.735899925,0.138300002,110.48
5227.5,48.35029984,5.10529995,62.66600037,-999.25,2.684400082,0.151099995,116.72
5228,46.27429962,3.398400068,63.9844017,-999.25,2.691099882,0.154200003,118.01
5228.5,55.44869995,3.500099897,72.50980377,-999.25,2.687599897,0.166800007,133.44
5229,50.30319977,3.237699986,71.31839752,-999.25,2.714600086,0.17719999,132.41
5229.5,56.31840134,1.53460002,82.25589752,-999.25,2.71359992,0.192999989,147.91
5230,47.00839996,3.343800068,80.60549927,-999.25,2.73390007,0.191399992,145.94
5230.5,44.74269867,1.549900055,77.58789825,-999.25,2.720799923,0.192000002,140.34
5231,39.57860184,2.132499933,74.66799927,-999.25,2.713099957,0.184,134.86
5231.5,31.66239929,2.428800106,67.85160065,-999.25,2.719599962,0.162599996,120.78
5232,33.29909897,3.483500004,69.10160065,-999.25,2.768899918,0.163299993,125.93
